year,page,category,chunk
2022,10,AMENAGEMENT DU TERRITOIRE,"AMENAGEMENT DU TERRITOIRE > Perspectives > TRANSPORT
- 07/01 et 04/03 : Réunions du comité de suivi Nord du projet A31bis sur la préparation du calendrier de la concertation publique
- 24/10 au 04/11 : Travaux de reprise des revêtements du parking devant la gare d'Uckange"
2012,33,SOLUTIONS,"SOLUTIONS > 79. (SL79-79) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2020,6,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > NEUFCHEF
- Mme Corlis LAMBOUR (vice-présidente)
- M. Daniel DRIUTTI (assesseur)"
2023,19,URBANISME,"URBANISME > DOSSIERS INSTRUITS POUR LA COMMUNAUTÉ D'AGGLOMÉRATION DU VAL DE FENSCH
- 585 PERMIS DE CONSTRUIRE
- 1150 DÉCLARATIONS PRÉALABLES
- 64 PERMIS DE DÉMOLIR
- 58 CERTIFICATS D'URBANISME
- 1 684 INSTRUITS"
2019,25,Chiffres-clés : 2019,"Chiffres-clés : 2019 > Culture \& patrimoine
- service culture et patrimoine"
2024,25,MOBILITÉS & ZONES D'ACTIVITÉS,"MOBILITÉS & ZONES D'ACTIVITÉS > Parking et zones d'activités entretenues par la CAVF
- Zone d'activités
- Parking de covoiturage"
2012,31,Chiffres-clés : 2012,"Chiffres-clés : 2012 > Petite enfance > Autres actions
- Amélioration des pages Petite Enfance du site internet avec la mise en ligne de documents téléchargeables utiles aux usagers (formalités d'embauche d'un assistant maternel, contrat de travail type...).
- Programmation d'une micro-crèche (10 places) communautaire à Neufchef : délibération de principe, plan de financement, montage des dossiers de demande de subvention (CAP Moselle, MSA, Région Lorraine).
- Organisation et mise en place de la continuité de service, assurée par le Service Petite Enfance, durant les périodes de fermeture du Relais communautaire « La Luciole » (congé maternité de l'animatrice, congés annuels, etc.).
- Sondage réalisé auprès des assistants maternels pour faciliter l'organisation de sessions de formation sur le territoire, pour contribuer à la professionnalisation des assistants maternels."
2019,27,Chiffres-clés 2019,"Chiffres-clés 2019 > Équipe :
- 6,63 ETP de permanents (contre 8 ETP en 2018)
- 0,49 ETP de techniciens intermittents
- 0,80 ETP de bénévolat"
2022,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > 51
Elles communautaires, dont  de femmes"
2020,16,COMMANDE PUBLIQUE,"COMMANDE PUBLIQUE > 21
Groupes programmés"
2013,30,Chiffres-clés : 2013,"Chiffres-clés : 2013 > Directions des systèmes d'information > Faits marquants
SIG :
- Mise à jour de nouvelles données sur le SIG et le portail public de cartographie en ligne (http://fenschcartoweb.fr).
- Amélioration de la vitesse de connexion et rationalisation des cartes en accès pour les utilisateurs."
2022,17,28,"28 > 95 > POLITIQUE DE LA VILLE
- Suivi de finances pour 2022 a prorogé les contrats de ville et les conventions d'abattement TPPB jusqu'au 31 décembre 2023. Dans ce cadre, la Communauté d'Agglomération a accordé 257 500 euros permettant de soutenir des actions portées par les acteurs associatifs du territoire et répondant aux objectifs du contrat de ville.
- Dans le cadre de la journée internationale pour l'élimination des violences à l'égard des femmes qui a eu lieu le 25 novembre 2022, la Communauté d'Agglomération a participé au côté du Conseil Départemental de l'Acide au Droit (CDAD) de la Moselle, à une action départementale de sensibilisation de lutte contre les violences conjugalés, par la distribution de 20 000 cacs en papier personnalisés avec ou recto le «souhaitant-euro » dans les pharmacies du Val de Fensch."
2015,33,"Politique de la ville, cadre de vie et logement","Politique de la ville, cadre de vie et logement > Autres actions
- Conseil à l'usager et aux professionnels sur rendez-vous
- Veille réglementaire sur l'actualité en urbanisme
- Participation aux révisions/modifications des documents d'urbanisme
- Participation active et organisation trimestrielle des rencontres du Club ADS 57 (club des instructeurs d'autorisations d'urbanisme de Moselle)
- Participation active aux rencontres du réseau ADS DDT54 (club des instructeurs d'autorisations d'urbanisme de Meurthe-et-Moselle)"
2024,24,SITES & BATIMENTS EN GESTION,"SITES & BATIMENTS EN GESTION > Légende > Routes nationales et départementales
- RD
- RN
- Zone bâtie
- Zone de végétation
- Commune"
2019,16,Marchés publics,"Marchés publics > Chiffres clés 2019
- Marchés en procédure formalisée
  - 10 marchés
  - 1 marché infructueux
- Marchés en procédure adaptée ou négociée
  - 35 marchés
- Marchés subséquents découlant des accords-cadres
  - 31 marchés
  - 1 marché déclaré sans suite
  - 1 marché infructueux"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > COLLECTE ET TRAITEMENT DES DÉCHETS DES MÉNAGES ET DÉCHETS ASSIMILÉS
- Réalisation et gestion de déchetteries à vocation intercommunale
- Collecte et traitement des déchets ménagers"
2009,13,Fonctionnement des services,"Fonctionnement des services > Autres actions
- Pré-contrôle de légalité
- Veille juridique
- Réponses juridiques aux services des communes
- Rédaction de conventions diverses
- Suivi des contentieux
- Travail transversal avec les services pour sécuriser les dossiers
- Suivi des acquisitions immobilières auprès d'un notaire
- Gestion des sinistres et des contrats d'assurances."
2022,10,ORGANIGRAMME DES SERVICES,"ORGANIGRAMME DES SERVICES
Des marchés engagés font appel à des entreprises monétaires"
2009,21,Développement économique,"Développement économique > Autres actions > Gestion immobilière
- Implantation du cabinet de radiologie Burgain/Rambout dans l'immeuble la Feltière de Fameck
- Pour accompagner les entreprises dans la crise économique, la CAVF gèle les loyers de ses bâtiments relais durant 2 ans"
2012,31,Chiffres-clés : 2012,"Chiffres-clés : 2012 > Perspectives 2013
Regard particulier sur:
- La mise en œuvre de la nouvelle réglementation thermique (RT 2012) qui depuis le 1er janvier 2013 concerne, entre autres, toutes les constructions de maisons individuelles.
- Le projet de loi Duflot pour l'accès au logement et un urbanisme rénové s'attache, entre autres, à une nouvelle simplification du droit de l'urbanisme, encourage le développement de l'urbanisme intercommunal."
2017,22,Sports,"Sports > Culture & patrimoine > Faits marquants
- Achèvement des Travaux de confortement des portiques de l'épuration secondaire du haut-fourneau n°4, sous maîtrise d'ouvrage de l'EPF Lorraine,
- Achèvement de la première phase et engagement de la seconde phase des travaux de VRD sur l'ensemble du site, sous maîtrise d'ouvrage CAVF,
- Achèvement de la première phase et engagement de la phase deux des travaux d'aménagements paysagers et urbains du site, sous maîtrise d'ouvrage EPFL,
- Constitution des groupes de travail sur les 3 thématiques retenues (l'usine, la friche et l'économie circulaire) pour la mise en œuvre du programme scénographique des grands bureaux,
- Poursuite des études de maîtrise d'œuvre pour la réhabilitation des Grands Bureaux en Centre de culture scientifique, technique, industrielle et environnementale,"
2020,6,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > ALGRANGE
- M. Jean-Pierre CERBAI (assesseur)
- Mme Josephine LE LAN
- Mme Aurélie LOPFCO
- M. Patrick PERON
- M. Raymond UGHI (vice-président)"
2010,20,L'AMÉNAGEMENT DE L'ESPACE ET LES TRANSPORTS,"L'AMÉNAGEMENT DE L'ESPACE ET LES TRANSPORTS > Autres actions > Zone d'activités la Feltière/Ste-Agathe
- Réalisation d'une étude de circulation.
- Étude portant sur l'amélioration paysagère et sa gestion sur les parcs d'activités.
- Création d'une raquette de retournement rue Carnot.
- Mise en voirie définitive de l'impasse Paul Langevin."
2012,33,SOLUTIONS,"SOLUTIONS > 48. (SL79-48) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2012,28,Chiffres-clés : 2012,"Chiffres-clés : 2012 > Autres actions
Etudes réalisées en maîtrise d'œuvre interne :
- Requalification de la bretelle autoroutière A30.
- Giratoire ZAC Triangle et RD 952a.
- Requalification de la ZAC des Vieilles Vignes.
- Parking de covoiturage au bois de l'étoile à Florange.
- Travaux paysagers ZAC La Feltière
Contrats de maintenance et d'entretien :
- Entretien des espaces verts des parcs et voiries.
- Maintenance de l'éclairage public des parcs et voiries.
- Balayage des voiries.
- Salage des voiries.
- Nettoyage des espaces publics.
- Entretien des aires de jeux.
- Entretien des voiries.
- Marquage au sol ..."
2009,25,Aménagement de l'espace et transports,"Aménagement de l'espace et transports > Tourisme
- Soutien et accompagnement au développement de l'ffice de tourisme communautaire."
2020,8,ORGANIGRAMME DES SERVICES,"ORGANIGRAMME DES SERVICES > DE LA COMMUNAUTÉ D'AGGLOMÉRATION DU VAL DE FENSCH > De budget pour les marchés Assurances
15 000€
D'honoraires d'avocats pour les contentieux (cessation d'activités d'AccelorMittal, suite des Tilleuls)
30 000€
Dépensés pour les abonnements, les achats de codes, les ouvrages divers et l'expertise juridique"
2020,13,COMMANDE PUBLIQUE,"COMMANDE PUBLIQUE > Faits marquants
- Étude pré-opérationnelle portant sur 2 copropriétés à Enviange.
- Étude préalable à l'instauration d'un dispositif de tri à la source des biodéchets.
- Travaux grands-bureaux - Digital Lab.
- Maîtrise d'œuvre construction d'un multi-accueil à Fumeré.
- Réaménagement du multi-accueil Les Mérijouiss à Florange.
- Nouvel éclairage pour le haut-boureau U4 à Uchange.
- Concession service partie enfance.
- Marché électricité CS en groupement de commandes."
2018,28,Chiffres-clés : 2018,"Chiffres-clés : 2018 > Action culturelle :
- 5 061 enfants et adultes touchés (+6%).
- 5 projets d'éducations artistiques et 59 actions différentes réalisés.
- 68 partenaires (12 créches, 36 établissements scolaires, 4 établissements en faveur des personnes en situation de handicap, 6 centres socioculturels, 7 acteurs culturels, et 3 écoles de musiques)."
2012,5,Sommaire,"Sommaire > ALGRANGE
Mme AQUE Marie
M. CERBAI Joël
M. GULINO Jean-Claude
M. MAROCHINI Eric
M. PERON Patrick (maire)
Mme TORRI Fabienne"
2010,11,Autres actions,"Autres actions
Quelques données
- 20 176 appels téléphoniques entrants
- 14 404 courriels reçus
- 6 952 courriers à l'arrivée
- 2 983 courriers au départ
- 3 724 factures
- 4 379 mandats
- 998 titres de recettes."
2012,33,SOLUTIONS,"SOLUTIONS > 59. (SL79-59) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2018,12,Fonctionnement des services,"Fonctionnement des services > Quelques données
10243 courriers à l'arrivée
2308 courriers au départ
5494 mandats
1232 titres de recettes"
2022,14,AMENAGEMENT DU TERRITOIRE,"AMENAGEMENT DU TERRITOIRE > ANAUGURATION ET ÉVÉNEMENTS
- Remise des clefs à Arcelor du bâtiment des Grands bureaux d'Uckange pour le futur Digital Lab (25/01/2022)
- Bilan avec la Préfecture et fin du centre de vaccination du Val de Fensch à Seemrange-Erzange (08/02/2022)
- Participation à l'inauguration du Digital Lab (09/02/2022)
- Mise en place d'une collecte de dons pour l'Ukraine (11/05/2022)
- Signature du compromis de vente du bureau Central à Hayange avec Histoire\&Patrimoine (19/07/2022)
- Point presse pour lancement conseillère numérique (05/09/2022)
- Participation au Salon à l'envers à Thionville (20/10/2022)
- Remise des médailles du travail au Digital à Uckange (10/11/2022)"
2013,21,Bâtiments,"Bâtiments > Chiffres-clés : 2013
400 places de parking créées pour l'amélioration de la mobilité sur le territoire du Nord-mosellan.
290 480 €, prix d'acquisition des terrains de la friche ferroviaire (116 192 m²) à Florange par EPFL, dont les terrains serviront à l'accueil de nouvelles entreprises."
2022,20,Pistes de Pôle,"Pistes de Pôle
- Achevement des travaux de requalification : Serémange-Erzange tronçon S2 rue Charles de Gaulle.
- Achevement des travaux de requalification : Nlivange tronçon NIL3-5 rue Foch.
- Achevement des travaux de requalification : Florange tronçon FLO3 rue Nationale.
- Études de requalification : Florange tronçon FLO4-5 rue de Longwy (Lot2 Enfouissement des réseaux et Eclairage public).
- Études de requalification : Serémange tronçon S5-4 rue Charles de Gaulle.
- Études de requalification : Nlivange tronçon NIL4-6 rue Joffre.
- Études de requalification : Neufchef tronçon NEUF3 rue des Ecoles."
2015,16,Bâtiments,"Bâtiments > Faits marquants
- Réalisation de la micro-crèche « La souris verte » à Neufchef
- Extension cheminement et mise en lumière de la Halle de coulée au Parc du haut-fourneau U4.
- Réhabilitation des anciens magasins généraux en plate-forme de recherche publique Métafensch - Parc du haut-fourneau U4.
- Réfection de l'escalier extérieur du bâtiment relais de Florange.
- Déconstruction du bâtiment « Tilleuls » à Uckange.
- Travaux de désamiantage et de démolition du bâtiment Fillod à l'ancien siège de la Communauté d'Agglomération du Val de Fensch.
- Suivi de travaux :
- Réalisation du nouveau siège
- Réhabilitation de l'ancienne piscine de Nilvange en Salle des Musiques Actuelles
- Marché de fourniture en électricité."
2011,7,Le conseil de communauté,"Le conseil de communauté > FAMECK
M. ARNOULD Clément (conseiller général)
M. HEYERT Jean-Marc
Mme KOCEVAR Lucie (conseiller régional)
M. LARCHER Alain
M. CORVISIER Claude (en remplacement de M. LARICCHIUTA Vito)
Mme MOUMENE Karima (en remplacement de Mme LEGLOIS Régine)
M. LIEBGOTT Michel (maire, député de la Moselle)
M. STEINER Alain"
2015,36,Direction des systèmes d'information,"Direction des systèmes d'information > Dans la compétence tourisme
- Convention d'objectifs sur 3 ans (2015/2016/2017) entre Communauté d'Agglomération et Office de tourisme
- Suivi du dossier Syndicat Mixte Touristique Nord Mosellan du Conseil Départemental
- Suivi du dossier de conventionnement « Destination Phares » du Schéma Lorrain de Développement Durable de l'économie Touristique (2013-2020) du Conseil Régional
- Délibération du conseil communautaire (17/12/2015) sur la mise en œuvre d'une stratégie touristique au travers d'actions prioritaires (cf route du fer)"
2012,10,Les ressources humaines,"Les ressources humaines > 221 jours de formation
- Préparation aux concours
  - Formation continue
  - Formation obligatoire"
2015,32,"Politique de la ville, cadre de vie et logement","Politique de la ville, cadre de vie et logement > Politique de la ville, cadre de vie et logement > Faits marquants
- Janvier : achèvement des diagnostics amiante et déchets / fin de la prestation d'évacuation et tri des biens mobiliers et déchets de l'immeuble.
- Mai : lancement de la consultation des entreprises de travaux.
- 25 juin : transport du juge de l'expropriation sur place accompagné du commissaire du gouvernement et de la greffière.
- Septembre : attribution du marché de travaux à l'entreprise MELCHIORRE (54630 RICHARDMENIL) + 3 sous-traitants (EGD pour le désamiantage ; FCD pour le curage ; SGB pour la pose des ascenseurs de chantier).
- Octobre : lancement des travaux de curage et de désamiantage.
- 11 décembre : audience du juge de l'expropriation au tribunal de Metz."
2022,20,28,"28 > Autres actions > 200 brebis pour l'entretien des pelouses calcaires
- Achevement des travaux de requalification : Serémange-Erzange tronçon S2 rue Charles de Gaulle.
- Achevement des travaux de requalification : Nlivange tronçon NIL3-5 rue Foch.
- Achevement des travaux de requalification : Florange tronçon FLO3 rue Nationale.
- Études de requalification : Florange tronçon FLO4-5 rue de Longwy (Lot2 Enfouissement des réseaux et Eclairage public).
- Études de requalification : Serémange tronçon S5-4 rue Charles de Gaulle.
- Études de requalification : Nlivange tronçon NIL4-6 rue Joffre.
- Études de requalification : Neufchef tronçon NEUF3 rue des Ecoles."
2020,20,598 kg,"598 kg > 218 km
Réseaux d'eau potable
304 km
Réseaux Assainissement
Collecte

De berges entretenues
105 km
De sentiers pédestres entretenus par le Club Vosgien"
2012,27,Chiffres-clés : 2012,"Chiffres-clés : 2012 > Aides au surcoût foncier et à la construction de logements locatifs sociaux :
- , le montant versé à Présence Habitat pour la construction d'une pension de famille de 20 logements à Florange ;
- , le montant versé à Moselis pour la construction de 18 pavillons sociaux rue Tivoli à Hayange ;
- , le montant versé à EHC pour la construction de 22 pavillons sociaux avenue de Lorraine à Florange ;
- , le montant versé à Logiest pour la construction de 2 pavillons sociaux rue Fontaine à Florange et 4 pavillons, 8 logements intermédiaires et 13 logements collectifs sociaux rue Sainte Agathe à Florange."
2022,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > Aménagement de l'espace
- Constitution de réserves foncières pour des opérations à finalité intercommunale
- Schéma de cohérence territoriale et schéma de secteur
- Création et réalisation de zones d'aménagement concerté d'intérêt communautaire
- Création et réalisation d'opérations d'aménagement d'intérêt communautaire
- Organisation de la mobilité"
2021,20,INFRASTRUCTURES ET ESPACES VERTS,"INFRASTRUCTURES ET ESPACES VERTS > Modes de déplacement doux sur le Val de Fensoh fin 2021 > ZAC DE LA FELTIÈRE
- Études et travaux de création d'une voirie provisoire sur la ZAC de la Feltière, pour la desserte du futur village artoanal 3 (Pôle Dev Eca)"
2010,17,L'ORGANIGRAMME 2010,"L'ORGANIGRAMME 2010 > Autres actions
Programme d'actions et de préventions du bassin versant de la Fensch.
Conception, hébergement et maintenance des sites internet de la Communauté d'agglomération du Val de Fensch.
Construction génie civil d'un réseau haut-débit raccordant Transfensch et la ZAC les Vieilles vignes.
Réalisation d'un embarcadère pour bateaux dans le cadre des travaux de réalisation de la véloroute à Uckange.
Étude préalable pour l'aménagement d'une étude paysagère à Ranguevaux.
Suivi des progiciels Civitas gestion financières et gestion des ressources humaines."
2012,5,Sommaire,"Sommaire > UCKANGE
M. DERBAB Mohamed
Mme DEGUILLAUME Marie-Claude
Mme LEGRAND Pascaline
M. LEONARDI Gérard (maire)
M. MEDVES Jean-François
M. RAINERI Serge
Mme WALDUNG Sylvia"
2014,5,Sommaire,"Sommaire > ALGRANGE
M. CERBAI Jean-Pierre Mme CHOLLOT Sheree Mme CORION Patricia M. LEBOURG Gérald M. PERON Patrick"
2011,20,Le développement économique et l'aménagement du territoire,"Le développement économique et l'aménagement du territoire > Autres actions > Partenariat – Accompagnement – Promotion
- Organisation de petits déjeuners d'entreprises le 31 janvier 2011 chez Synergie et le 30 septembre 2011 chez Tata Steel.
- Soutien à l'organisation du Forum pour l'emploi à Hayange le 29 mars 2011.
- Visite de la chaîne de montage EPS chez ThyssenKrupp Presta France à Florange le 20 juillet 2011.
- Participation au Salon à l'envers le 13 octobre 2011.
- Rencontre avec les élèves du lycée professionnel Gaspard Monge le 17 novembre 2011."
2023,4,DÉVELOPPEMENT SOCIAL,"DÉVELOPPEMENT SOCIAL > FONCTIONNEMENT
- 377 750 €
- DE SUBVENTIONS REVERSÉES À DES ASSOCIATIONS DANS LE CADRE DU CONTRAT DE VILLE
Incluant la cotisation à la mission locale du Nord Mosellan pour l'accompagnement des jeunes de 16 à 25 ans"
2012,33,SOLUTIONS,"SOLUTIONS > 25. (SL79-25) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2013,7,Sommaire,"Sommaire > NILVANGE
M. GORI René
M. HILBERT Alain
M. KHALDI Mohamed
M. MORENA Mario
M. QUINQUETON Patrick
M. SCHWARTZ Ewald"
2020,12,ORGANIGRAMME DES SERVICES,"ORGANIGRAMME DES SERVICES > 85
Bâtiments, équipements et entretenus par la Communauté d'Agglomération"
2010,18,L'ORGANIGRAMME 2010,"L'ORGANIGRAMME 2010 > Chiffres clés
263 660,19 € TTC, le montant engagé en 2010 dans les édifices cultuels.
2516 476,53 € TTC, le montant engagé depuis l'année 2000 dans les édifices cultuels."
2017,35,Habitat,"Habitat > Perspectives 2018
- Mettre en œuvre le contrat de ville 2015-2020 et ses objectifs stratégiques
- Favoriser le « bien vivre » et le « bien vieillir » dans le Val de Fensch
- Prévenir la radicalisation dans les clubs sportifs
- Soutenir les actions en faveur de la jeunesse"
2012,5,Sommaire,"Sommaire > KNUTANGE
M. CERBAI Fabrice (maire)
M. CORAZZA Hervé
Mme FICARRA Béatrice
M. PERTUY Thomas"
2023,4,DÉVELOPPEMENT SOCIAL,"DÉVELOPPEMENT SOCIAL > PERSPECTIVES > Copropriétés dégradées :
- Lancement de l'OPAH ""copropriétés dégradées"" sur la copropriété du 202 rue Victor Rimmel à Furutange.
- Procédure d'acquisition publique pour la copropriété du 12/24 avenue de Metz à Fameck et sécurisation du site.
- Lancement des travaux de cunegri/éloyennantage de la copropriété du 30 rue Poincaré à Algrange, en partenariat avec l'EPFGE, afin de permettre sa démolition."
2022,13,AMENAGEMENT DU TERRITOIRE,"AMENAGEMENT DU TERRITOIRE > 31
Certificats d'urbanisme"
2018,26,Perspectives 2019,"Perspectives 2019 > Culture & patrimoine > Perspectives 2019
- Organisation du fonctionnement du service en fonction des perspectives d'évolution de la politique culturelle et de la gestion du site du haut-fourneau U4.
- Poursuite de l'accompagnement des associations culturelles et patrimoniales du territoire, dans un cadre budgétaire plus contraint.
- Soutien aux communes de la vallée dans la restauration d'éléments inscrits au patrimoine remarquable.
- Suivi et accompagnement de la SMAC Le Gueulard Plus."
2014,33,Direction des systèmes d'information,"Direction des systèmes d'information > Faits marquants
SIG :
- Mise à jour de nouvelles données sur le SIG et le portail public de cartographie en ligne (http://fenschcartoweb.fr).
- Refonte du portail public de cartographie en ligne avec simplification des données et informations à disposition.
- Installation et formation de nouveaux utilisateurs au sein des services de la CAVF et des services communaux.
- Réalisation de cartographies communales et plans de villes."
2023,15,FINANCES,"FINANCES > DÉPENSES RÉELLES D'INVESTISSEMENT > 0,5 M€ AUTRES BUDGETS ANNEXES
- 0,08 M€ ASSAINISSEMENT
- 0,08 M€ ASSAINISSEMENT
- 0,08 M€ ASSAINISSEMENT
- 0,08 M€ ASSAINISSEMENT"
2023,15,FINANCES,"FINANCES > DÉPENSES RÉELLES D'INVESTISSEMENT > 5,1 M€ BUDGET DÉVELOPPEMENT DURABLE
- 1,9 M€ ORDURES MÉNAGÈRES
- 0,4 M€ GÉMAPI
- 0,8 M€ EAU
- 2 M€ ASSAINISSEMENT"
2011,21,Le développement économique et l'aménagement du territoire,"Le développement économique et l'aménagement du territoire > Perspectives 2012
Lancement de la 3ème tranche du programme FISAC.
Mise en œuvre du Schéma de développement commercial par la réalisation d'une étude urbaine sur le centre ville d'Hayange et le lancement des premières actions de dynamisation du commerce.
Poursuite du développement commercial du parc d'activités la Feltière (restaurant, 2ème retail park, implantation du magasin Brico Cash…).
Fin des aménagements de la 1ère phase de rénovation de la halte ferroviaire d'Uckange.
Construction d'un nouveau bâtiment relais sur le parc d'activités la Feltière."
2019,17,Marchés publics,"Marchés publics > Conseil de développement > Perspectives 2020
- Participation active au colloque international « Société inclusive et avancée en âge » les 4-5-6 février 2020 au Centre des congrès de METZ
- Suivi de la prise en compte des préconisations sur le « bien vieillir » dans le cadre du projet de territoire 2020-2026
- Préparation des nouvelles instances du Conseil de développement 2020-2026
- Implication du prochain conseil de développement à la préparation du « Projet de territoire 2020-2026 »"
2011,34,La communication,"La communication > Campagnes de communication
 Parc du haut-fourneau U4 saison 2011.
 Centre aquatique Feralia à Hayange.
 «Le geste verre» / réunions publiques."
2018,15,Ressources humaines,"Ressources humaines > Taux d'absentéisme : 6,3 %
- Nombre de jours d'absence = Maladie Ordinaire = : 2603"
2013,17,Conseil de développement,"Conseil de développement > Faits marquants
- Membre du conseil d'administration de la coordination nationale des Conseils de développement
- Membre de la coordination régionale des conseils de développement
- Participation à l'organisation des rencontres nationales des conseils de développement à Nantes (février 2013)
- Participation nationale aux travaux et propositions relatifs à la démocratie participative
- Animation d'ateliers et rencontres sur le territoire communautaire
- Participation aux différents comités de pilotage de la CAVF
- Séminaire de synthèse « Val de Fensch 2014-2020 » sur le site du HFU4 (juin 2013)
- Remise au Président de la Communauté d'Agglomération du Val de Fensch du rapport (décembre 2013): « 20 propositions pour 2020 »"
2019,41,Direction des systèmes d'information,"Direction des systèmes d'information > Faits marquants > Dans la communication externe
- Mise en ligne du nouveau site internet de l'agglo : 19 février 2019. L'arborescence a été entièrement faite en interne. Le développement du site a été confié à un prestataire.
- Réalisation d'une vidéo présentant les compétences de l'agglo (Teaser lancé lors de la cérémonie des vœux de janvier) - vidéo réalisée par un prestataire.
- Mise en œuvre du plan de communication sur l'extension des nouvelles consignes de tri : création de supports de com' (mémo-tri / visuels / communiqués / flyers / courriers…)."
2023,25,MOBILITÉS & ZONES D'ACTIVITÉS,"MOBILITÉS & ZONES D'ACTIVITÉS > Légende
- Bandes et pistes cyclables gérées par la CAVF
- Véloroute La Voie Bleue
- Piste cyclable réalisée
- Piste cyclable en projet
- Piste cyclable en projet
- dont la construction est prévue en 2023
- Piste cyclable en projet
- dont la construction est prévue en 2024"
2019,12,Fonctionnement des services,"Fonctionnement des services > Quelques données
9666 courriers à l'arrivée
2381 courriers au départ
5517 mandats
1423 titres de recettes"
2023,12,AMÉNAGEMENT DU TERRITOIRE,"AMÉNAGEMENT DU TERRITOIRE > PERSPECTIVES > MOBILITÉS
- Agrandissement de l'aire de stationnement de la gare d'Uckange.
- Lancement d'une étude pour améliorer les conditions de stationnement et de multimodalité de la gare d'Uckange."
2015,15,Conseil de développement,"Conseil de développement
Président : Jean-Paul Guerquin
Vice Présidente : Bernadette Festor
Vice Président : Yacine Boukerrana"
2014,18,Cultes,"Cultes > Chiffres-clés : 2014
241 212 € HT, le montant engagé en 2014 dans les édifices culturels."
2020,15,COMMANDE PUBLIQUE,"COMMANDE PUBLIQUE > 364
Visiteurs résidant à l'étranger"
2024,20,SYSTÈMES D'INFORMATION,"SYSTÈMES D'INFORMATION > FAITS MARQUANTS > CONSEILLÈRE NUMÉRIQUE
- Renouvellement du contrat effectué avec l'État.
- État des lieux des activités du conseiller numérique sur les deux collectivités CA du Val de Fensch (CAVF) et CA Portes de France - Thionville (CAPFT).
- Mise en place de nouvelles thématiques telles que l'accompagnement des professionnels ou des personnes en situation de handicap ou sensibilisation à l'IA pour répondre à des besoins différents.
- Structuration des actions du dispositif au niveau départemental avec Moselle Fibre."
2011,27,"La politique de la ville, le cadre de vie et le logement","La politique de la ville, le cadre de vie et le logement > Logement
 Poursuite de la procédure d'achat des terrains de l'ancienne station d'épuration appartenant au SEAFF en vue d'un relogement des familles sédentaires résidant sur la ZAC de la Paix à Algrange.
 Démarrage de l'étude sur les logements vacants."
2011,16,Les ressources humaines,"Les ressources humaines > Perspectives 2012
Un recrutement au service du personnel.
Dématérialisation de la feuille de congés."
2022,16,28,"28 > 501 Visiteurs résident à l'étranger
- 12 868 Visiteurs résident en France
dont 10 201 Visiteurs résident en Lorraine
- 2 884 Visiteurs résident sur le territoire du Val de Fensch"
2023,12,AMÉNAGEMENT DU TERRITOIRE,"AMÉNAGEMENT DU TERRITOIRE > FAITS MARQUANTS > AMÉNAGEMENT NUMÉRIQUE
- Suivi et assistance au déploiement de la fibre optique sur le territoire avec XP Fibre."
2013,7,Sommaire,"Sommaire
p. 7 Conseil de communauté
p. 8-9 Compte administratif
p. 10 Fonctionnement des services
p. 11 Organigramme
p. 12 à 14 Ressources humaines
p. 15 Marchés publics
p. 16 Juridique
p. 17 Conseil de développement
p.18-19 Bâtiments
p. 20 Cultes
p. 21 Développement économique, aménagement du territoire et transports
p.22-23 Culture, patrimoine et tourisme
p. 24 Voiries, réseaux divers
p. 25 Hydrologie et espaces naturels
p. 26 Déchets ménagers et déchèteries
p. 27 Sport
p.28-29 Politique de la ville, cadre de vie et logement
p.30-31 Direction des systèmes d'information
p. 32 Urbanisme et droit des sols
p. 33 Petite Enfance
p. 34 Communication"
2012,19,Bâtiments,"Bâtiments > Perspectives 2013
Allocation d'une enveloppe budgétaire de 250 000 € pour les travaux de mise en sécurité et de mise en conformité."
2010,7,LE TERRITOIRE,"LE TERRITOIRE > HAYANGE
M. CAYUELA Gérard
Mme CHINI Nathalie
M. DAVID Philippe (maire, conseiller général)
Mme IORIO Isabelle
Mme MANCHETTE Imane
M. MARICHY Jean-Marc
Mme MIDON Marie-Thérèse
M. MUSCHIATI Georges
M. SCHAAF Jean-Yves"
